book_name,chapter,paragraph
Bhagavad Gita,Chapter XIV,back to top
Bhagavad Gita,Chapter XIV,"I. e. 'are not destroyed,' Madhusūdana; 'do not fall,' Śaṅkara; are not born,' Śrīdhara, and apparently Rāmānuja."
Bhagavad Gita,Chapter XIV,I. e. the 'nature' spoken of before.
Bhagavad Gita,Chapter XIV,"These constitute nature. We must understand nature, with Professor Bhāṇḍārkar, as the hypothetical cause of the soul's feeling itself limited and conditioned. If nature is understood, as it usually is, to mean matter, its being made up of the qualities is inexplicable. Interpreted idealistically, as suggested by Professor Bhāṇḍārkar, the destruction of it spoken of at the close of the last chapter also becomes intelligible. By means of knowledge of the soul, the unreality of these manifestations is understood and nature is destroyed."
Bhagavad Gita,Chapter XIV,"Pleasure and knowledge appertain to the mind, not the self, hence they are described as constituting bonds, when erroneously connected with the self, Śaṅkara and Śrīdhara. They constitute 'bonds,' because the self when brought into contact with them, strives to obtain them, Rāmānuja."
Bhagavad Gita,Chapter XIV,"Carelessness about duty, owing to being intent on something else. Cf. Sutta Nipāta, pp. -; Dhammapada. stanza ; Kaṭhopaniṣad, p. ."
Bhagavad Gita,Chapter XIV,"The effects of each quality assert themselves, when the other two are held in check."
Bhagavad Gita,Chapter XIV,I. e. the senses of perception.
Bhagavad Gita,Chapter XIV,"Activity  always doing something or another; performance, c.  rearing large mansions, c. want of tranquillity  perpetual agitation of mind, 'this I will do now, then, that, and next the other;' desire  to obtain everything that one comes across."
Bhagavad Gita,Chapter XIV,I. e. doing absolutely nothing.
Bhagavad Gita,Chapter XIV,"The highest manifestations of Brahman, viz. the Hiraṇyagarbha, c., say Śrīdhara and Madhusūdana. Nīlakaṇṭha also suggests that 'those who know the highest' means gods."
Bhagavad Gita,Chapter XIV,"Lower creation, such as birds, beasts, c."
Bhagavad Gita,Chapter XIV,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XIV,"I. e. are born as gods, c., middle,' as men, c.; 'down,' as brutes, c."
Bhagavad Gita,Chapter XIV,"I. e. what has been called Kṣetragña before, the supervising principle within one."
Bhagavad Gita,Chapter XIV,"Bodies are developments of the qualities, say the commentators, which is not incompatible with the explanation of qualities given above. As to transcending qualities, cf. p. supra."
Bhagavad Gita,Chapter XIV,Cf. as to what follows what is said in chapter II about 'one whose mind is steady.'
Bhagavad Gita,Chapter XIV,"I. e. who does not feel troubled, for instance, thinking now I am actuated by a motive of passion or darkness, and so forth."
Bhagavad Gita,Chapter XIV,So as to lose all discrimination.
Bhagavad Gita,Chapter XIV,"I. e. from his determination to pursue truth, by worldly pleasures or pains."
Bhagavad Gita,Chapter XIV,Cf. p. supra.
Bhagavad Gita,Chapter XIV,Intent on the self only.
Bhagavad Gita,Chapter XIV,"For the whole passage, cf. p. supra."
Bhagavad Gita,Chapter XIV,"Nīlakaṇṭha interprets this to mean 'the ultimate object of the Vedas.' I here Kṛṣṇa. Śrīdhara suggests this parallel, as light embodied is the sun, so is the Brahman embodied identical with Vāsudeva."
Bhagavad Gita,Chapter XIV,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XIV,Let's make the world a better place together!
Bhagavad Gita,Chapter XV,Resources
Bhagavad Gita,Chapter XV,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XV,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XV,Go directly toFootnotes.
Bhagavad Gita,Chapter XV,"They say the inexhaustibleAśvatthahas its roots above, its branches below; theChandasare its leaves. He who knows it knows theVedas. Upwards and downwards extend its branches, which are enlarged by the qualities, and the sprouts of which are sensuous objects. And downwards to this human world are continued its roots which lead on to action. Its form is not thus known here, nor its end, nor beginning, nor support. But having with the firm weapon of unconcern, cut this Aśvattha, whose roots are firmly fixed, then should one seek for that seat from which those that go there never return, thinking that one rests on that same primal being from whom the ancient course of worldly life emanated. Those who are free from pride and delusion, who have overcome the evils of attachment, who are constant in contemplating the relation of the supreme and individual self, from whom desire has departed, who are free from the pairs of opposites called pleasure and pain, go undeluded to that imperishable seat. Thesun does not light it, nor the moon, nor fire. That is my highest abode, going to which none returns. An eternal portion of me it is, which, becoming an individual soul in the mortal world, draws to itself the senses with the mind as the sixth. Whenever the ruler of the bodily frame obtains or quits a body, he goes taking these with him as the wind takes perfumes from their seats. And presiding over the senses of hearing and seeing, and touch, and taste, and smell, and the mind, he enjoys sensuous objects. Those who are deluded do not see him remaining in or quitting a body, enjoying or joined to the qualities; they see, who have eyes of knowledge. Devotees making efforts perceive him abiding within their selfs. But those whose selfs have not been refined, and who have no discernment, do not perceive him even after making efforts. Know that glory to be mine which, dwelling in the sun, lights up the whole world, or in the moon or fire.Entering the earth, I by my power support all things; and becoming the juicy moon, I nourish all herbs. I becoming the fire, and dwelling in the bodies of all creatures, and united with the upward and downward life-breaths, cause digestion of the fourfold food. And I am placed in the heart of all; from me come memory, knowledge, and their removal; I alone am to be learnt from all the Vedas; I am the author of the Vedāntas; and I alone know the Vedas. There are these two beings in the world, the destructible and the indestructible. The destructible includes all things. The unconcerned one is what is called the indestructible. But the being supreme is yet another, called the highest self, who as the inexhaustible lord, pervading the three worlds, supports them. And since I transcend the destructible, and since I am higher also than the indestructible, therefoream I celebrated in the world and in the Vedas as the best of beings. He who, undeluded, thus knows me the best of beings, worships me every way, O descendant of Bharata! knowing everything. Thus, O sinless one! have I proclaimed this most mysterious science. He who knows this, has done all he need do, and he becomes possessed of discernment."
Bhagavad Gita,Chapter XV,back to top
Bhagavad Gita,Chapter XV,"Cf. Kaṭhopaniṣad, p. , and Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XV,"Aśvattha stands here for the course of worldly life. Its roots are above, viz. the supreme being; its boughs are Hiraṇyagarbha and others of the higher beings. The Vedas are its leaves, preserving it as leaves preserve trees another interpretation is that they are the causes of the fruit which the tree bears, i. e. salvation, c. Upwards and downwards, from the highest to the lowest of created things. Enlarged  the qualities manifesting themselves, as body, senses, c.; objects of sense are sprouts as they are attached to the senses, which are the tips of the branches above stated. The roots which extend downwards are the desires for various p. enjoyments. Its form not thus known here, i.e. to those who live and move in this world, thus viz. as above described. The man who knows the tree thus is said to know the Vedas, because knowledge of it is knowledge of the substance of the Vedas, which is, that the course of worldly life springs from the supreme, is kept up by Vedic rites, and destroyed by knowledge of the supreme. As to freedom from pride, cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XV,"Cf. Kaṭhopaniṣad, p. ; Muṇḍaka, p. ; Nṛsiṃhatāpinī, p. ; Śvetāśvatara, p. ."
Bhagavad Gita,Chapter XV,"Five senses and the mind issue from nature, in which they are absorbed during sleep or at a dissolution of the world. Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XV,"Cf. Kauṣītaki-upaniṣad, pp. , ."
Bhagavad Gita,Chapter XV,"Perceiving objects of sense, or feeling pleasure, pain, c."
Bhagavad Gita,Chapter XV,"'Selfs'  bodies, Rāmānuja and Śrīdhara; 'understandings,' Śaṅkara. In the next sentence 'self' means mind."
Bhagavad Gita,Chapter XV,"Cf. Maitrī-upaniṣad, p. . This sentence continues what has been stated at the top of the page. The intervening p. portion explains how souls do come back in some cases. As a general rule, 'all going ends in returning.' But the soul is an exception in some cases, as the 'going' to the Brahman is going to the fountain-head. Then the question arises, How does the severance come off at all? And that is what the lines up to this explain."
Bhagavad Gita,Chapter XV,"'Entering in the form of the goddess earth,' say Ānandagiri and Madhusūdana. Support, i. e. by keeping the earth from falling or crumbling away. The moon is said to nourish herbs by communicating to them some of her 'juice.' The moon, it may be noted, is called 'watery star' by Shakespeare. As to her relation to the vegetable kingdom, see Matsya-purāṇa XXIII, stanza seq."
Bhagavad Gita,Chapter XV,"I. e. what is drunk, what is licked, what is powdered with the teeth, and what is eaten without such powdering."
Bhagavad Gita,Chapter XV,Cf. p. supra.
Bhagavad Gita,Chapter XV,"See Introduction, p. ."
Bhagavad Gita,Chapter XV,"Cf. Śvetāśvatara, p. ."
Bhagavad Gita,Chapter XV,The two are the whole collection of things as they appear and their material cause. The supreme being is a third principle.
Bhagavad Gita,Chapter XV,Cf. p. infra. Here Śaṅkara paraphrases it by 'thinking me to be the soul of everything.'
Bhagavad Gita,Chapter XV,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XV,Let's make the world a better place together!
Bhagavad Gita,Chaper XVI,Resources
Bhagavad Gita,Chaper XVI,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chaper XVI,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chaper XVI,Go directly toFootnotes.
Bhagavad Gita,Chaper XVI,"Freedom from fear, purity of heart, perseverance in pursuit of knowledge and abstraction of mind, gifts, self-restraint, and sacrifice, study of theVedas, penance, straightforwardness, harmlessness, truth, freedom from anger, renunciation, tranquillity, freedom from the habit of backbiting, compassion for all beings, freedom from avarice, gentleness, modesty, absence of vain activity, noblemindedness, forgiveness, courage, purity, freedom from a desire to injure others, absence of vanity, these, O descendant of Bharata! are his who is born to godlike endowments. Ostentatiousness, pride, vanity, anger, and also harshness and ignorance are his, O son of Pṛthā! who is born to demoniacendowments. Godlike endowments are deemed to be means forfinal emancipation, demoniac for bondage. Grieve not, O descendant of Bharata! you are born to godlike endowments. There are two classes of created beings in this world, the godlike and the demoniac; the godlike class has been described at length; now hear from me, O son of Pṛthā! about the demoniac. Demoniac persons know not action or inaction, neither purity nor yet correct conduct nor veracity are in them. They say the universe is devoid of truth, devoid of fixed principle, and devoid of a ruler, produced by union ofmaleand female caused by lust, and nothing else. Holding this view, these enemies of the world, of ruinedselfs, of little knowledge, and of ferocious actions, are born for the destruction of the world. Entertaining insatiable desire, full of vanity, ostentatiousness, and frenzy, they adopt false notionsthrough delusion, and engage in unholy observances. Indulging in boundless thoughts ending with death, given up to the enjoyment of objects of desire, being resolved that that is all, bound down by nets of hopes in hundreds, given up to anger and desire, they wishto obtain heaps of wealth unfairly for enjoying objects of desire. 'This have I obtained to-day; this wish I will obtain; this wealth is mine; and this also shall be mine; this foe I have killed; others too I will destroy; I am lord, I am the enjoyer, I am perfect, strong, happy; I have wealth; I am of noble birth; who else is like me? I will sacrifice; I will make gifts; I will rejoice.' Thus deluded by ignorance, tossed about by numerous thoughts, surrounded by the net of delusion, and attached to the enjoyment of objects of desire, they fall down into impure hell. Honoured only by themselves, void of humility, and full of the pride and frenzy of wealth, these calumniators of the virtuous perform sacrifices, which are sacrifices only in name, with ostentatiousness and against prescribed rules; indulging their vanity, brute force, arrogance, lust, and anger; and hating me in their own bodies and in those of others. These enemies, ferocious, meanest of men, and unholy, I continually hurl down, to these worlds, only into demoniac wombs. Coming into demoniac wombs, deluded in every birth, they go down to the vilest state, O son ofKuntī! without ever coming to me. Threefold is this way, to hell,-ruinousto the self,--lust, anger, and likewise avarice; therefore one should abandon this triad. Released from these three ways to darkness, O son of Kuntī! a man works out his own welfare, and then proceeds to the highest goal. Hewho abandoning scripture ordinances, acts under the impulse of desire, does not attain perfection, nor happiness, nor the highest goal. Therefore in discriminating between w hat should be done and what should not be done, your authority must. be scripture. And knowing what is declared by the ordinances of scripture, you should perform action in this world."
Bhagavad Gita,Chaper XVI,back to top
Bhagavad Gita,Chaper XVI,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chaper XVI,See next chapter.
Bhagavad Gita,Chaper XVI,"Sutta Nipāta, pp. , ."
Bhagavad Gita,Chaper XVI,Ostentatiousness  making a show of piety; pride  scil. of wealth and learning; vanity  esteeming oneself too highly; harshness mercilessness.
Bhagavad Gita,Chaper XVI,"Cf. Chāndogya-upaniṣad, p. , and Müller's Hibbert Lectures, p. ."
Bhagavad Gita,Chaper XVI,"Scil, to birth and death in this world."
Bhagavad Gita,Chaper XVI,"What should be done for the attainment of real good, and what should not be done as productive of mischief. See too p. ."
Bhagavad Gita,Chaper XVI,"I. e. contains nothing that is entitled to belief, as the Vedas, c."
Bhagavad Gita,Chaper XVI,No principle based on virtue and vice in the government of the world.
Bhagavad Gita,Chaper XVI,"They do not believe in any unseen cause, out say the lust of mankind is the cause of the universe."
Bhagavad Gita,Chaper XVI,I. e. who have none of the means of reaching the next world.
Bhagavad Gita,Chaper XVI,Such as that by propitiating a certain divinity by a certain rite they may obtain treasure and so forth.
Bhagavad Gita,Chaper XVI,"Till their last moments, thinking of making new acquisitions and preserving old ones."
Bhagavad Gita,Chaper XVI,"Blessed with children, c. Śrīdhara takes it to mean, I one who has done all he need do,' and Rāmānuja 'sufficient in himself.'"
Bhagavad Gita,Chaper XVI,I. e. get higher renown for sacrifices than others.
Bhagavad Gita,Chaper XVI,"That is, because of indulgence in vanity, c. Vanity  believing oneself to have virtues which one has not; arrogance  proud disdain of others."
Bhagavad Gita,Chaper XVI,There is trouble to oneself in sacrifices and to the animals killed for them.
Bhagavad Gita,Chaper XVI,I. e. of God.
Bhagavad Gita,Chaper XVI,"The commentators render the original here by 'the paths of life and death,' or 'path to hell.'"
Bhagavad Gita,Chaper XVI,I. e. rendering the self unfit for any of the highest ends of man.
Bhagavad Gita,Chaper XVI,"Here, says Śrīdhara, it is laid down that the triad is not to be got rid of save by following scripture rules."
Bhagavad Gita,Chaper XVI,"I. e. fitness for the attainment of the summum bonum. As to acting from desire, see also p. ."
Bhagavad Gita,Chaper XVI,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chaper XVI,Let's make the world a better place together!
Bhagavad Gita,Chapter XVII,Resources
Bhagavad Gita,Chapter XVII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XVII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XVII,Go directly toFootnotes.
Bhagavad Gita,Chapter XVII,"What is the state of those, OKṛṣṇa! who worship with faith, but abandoning scripture ordinances--goodness, passion, or darkness?"
Bhagavad Gita,Chapter XVII,"Faith is of three kinds in embodied beings, it is produced from dispositions. It is of the quality of goodness, of the quality of passion, and of the quality of darkness. Hear about it. The faith of all, O descendant of Bharata! is conformable to theheart. A being here is full of faith, and whatever is a man's faith, that is a man himself. Those of the quality of goodness worship the gods; those of the quality of passion theYakṣasand Rakṣases; and the others, the people of the quality of darkness, worship departed spirits and the multitudes ofBhūtas. Know those to be of demoniac convictions, who practise fierce penancenot ordained by scripture; who are full of ostentatiousness and egoism, and of desire, attachment, and stubbornness; who are without discernment; and who torment the groups of organs in their bodies, and me also seated within those bodies. The food also, which is liked by all, and likewise the sacrifice, the penance, and gifts, are of three kinds. Listen to the distinctions regarding them as follows. The kinds of food which increase life, energy, strength, health, comfort, and relish, which are savoury, oleaginous, full of nutrition, and agreeable, are liked by the good. The kinds of food which are bitter, acid, saltish, too hot, sharp, rough, and. burning, and which cause pain. grief, and disease, are desired by the passionate. And the foodwhich is cold, tasteless, stinking, stale, impure, and even leavings, are liked by the dark. That sacrifice is good which, being prescribed in scripture ordinances, is performed by personsnot wishing for the fruit of it, and after determining in their mind that the sacrifice must needs be performed. But when a sacrifice is performed, O highest of the descendants of Bharata! with an expectation of fruit from it, and for the purpose of ostentation, know that sacrifice to be passionate. They call that sacrifice dark, which is against the ordinances of scripture, in which no food is dealt out to Brāhmaṇas, c., which is devoid of Mantras, devoid ofDakṣiṇāpresents, and which is without faith. Paying reverence to gods, Brāhmaṇas, preceptors, and men of knowledge; purity, straightforwardness, life asBrahmacārin, and harmlessness, this is called the penance bodily. The speech which causes no sorrow, which is true, agreeable, and beneficial, and the studyof theVedas, this is called the penance vocal. Calmness of mind, mildness, taciturnity, self-restraint, and purity of heart, this is called the penance mental. This threefold penance, practised with perfect faith, by men who do not wish for the fruit, and who are possessed of devotion is called good. The penance which is done for respect, honour, and reverence, and with ostentatiousness,and which is uncertain and transient, is here called passionate. And that penance is described as dark, which is performed under a misguided conviction, with pain to oneself, or for the destruction of another. That gift is said to be good, which is given, because it ought to be given, to one who can do no service in return, at a proper place and time, an d to a proper person. But that gift which is given with much difficulty, for a return of services, or even with an expectation of fruit, is said to be passionate. And that gift, is described as dark, which is given to unfit persons, at an unfit place and time, without respect, and with contempt. Om, Tad, and Sat, this is said to be the threefold designation of theBrahman. By that, the Brāhmaṇas and the Vedas and sacrifices were created in olden times. Hence, the performance by those who study the Brahman, of sacrifices, gifts, and penances, prescribed by the ordinances of scripture, always commence after saying 'Om.' Those who desire final emancipation perform the various acts of sacrifice and penance, and the various acts of gift, without expectation of fruit, after saying 'Tad.' 'Sat' is employed to express existence and goodness; and likewise, O son of Pṛthā! the word 'Sat' is used to express an auspicious act. Constancy inmaking sacrifices. penances, and gifts, is called 'Sat;' and all action, too, of which thatis the object, is also called 'Sat.' Whatever oblation is offered, whatever is given, whatever penance is performed, and whatever is done, without faith, that, O son of Pṛthā! is called 'Asat,' and that is nought, both after death and here."
Bhagavad Gita,Chapter XVII,back to top
Bhagavad Gita,Chapter XVII,"I. e. the result of the actions in a former birth, cf. p. supra."
Bhagavad Gita,Chapter XVII,"The hearts of gods are said to be good, those of Yakṣas c. passionate, those of men mixed, and so forth."
Bhagavad Gita,Chapter XVII,"Faith is the dominant principle in man, and he is good, passionate, or dark, as his faith is."
Bhagavad Gita,Chapter XVII,"Goldstücker, Remains, I, ."
Bhagavad Gita,Chapter XVII,"Troublesome to oneself and others, as standing on heated stones, c. 'Egoism' Ahaṅkāra  the feeling that one is worthy of honour, Nīlakaṇṭha."
Bhagavad Gita,Chapter XVII,"Cf. Sutta Nipāta, p. , and Āpastamba, p. p. in this series."
Bhagavad Gita,Chapter XVII,"Texts from the Vedas which ought to be recited on such occasions. Presents Dakṣiṇā to Brāhmaṇas are insisted on in Bṛhad-āraṇyaka-upaniṣad, p. ; Āśvalāyana Gṛhya I, , ."
Bhagavad Gita,Chapter XVII,"Cleanliness of body; straightforwardness  not doing prohibited acts; harmlessness  not injuring any living beings. These are 'bodily,' because the body is the main instrument in these actions."
Bhagavad Gita,Chapter XVII,I. e. recitation of the Vedas.
Bhagavad Gita,Chapter XVII,"This is part of the 'mental penance,' because the government of the tongue is a consequence of mental restraint; the effect being, according to Śaṅkara, put here for the cause."
Bhagavad Gita,Chapter XVII,"Respect  people rising to receive one, c.; honour  people saying 'this is a holy man,' c.; reverence  people washing one's feet. c."
Bhagavad Gita,Chapter XVII,The fruit of which is uncertain or perishable.
Bhagavad Gita,Chapter XVII,Heaven c. as a reward for liberality.
Bhagavad Gita,Chapter XVII,"I. e. the Brahman, according to Śrīdhara."
Bhagavad Gita,Chapter XVII,"Cf. Āpastamba, p. p. in this series. Nīlakaṇṭha cites texts to show that this and the other two words are used to designate the Brahman. The texts are from the Taittirīya, Aitareya, and Chāndogya-upaniṣads."
Bhagavad Gita,Chapter XVII,"Nīlakaṇṭha says, 'after ""Tad""' means considering the act and all are Brahman, and cites p. supra."
Bhagavad Gita,Chapter XVII,"I. e. either the Brahman itself, or sacrifice, penance, and gift."
Bhagavad Gita,Chapter XVII,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XVII,"The meaning of this whole passage seems to be that these three words, which designate the Brahman, have distinct uses, as specified. 'Om,' says Nīlakaṇṭha, is employed whether the action is done with any special desire or not. Those who study the Brahman there means 'study the Vedas.' 'Tad' is employed in case of actions without desires only. 'Sat' is employed, according to Śaṅkara, in case of existence, such as the birth of a first son; I goodness,' the reclamation of a bad man; 'auspicious acts,' marriage, c. The intelligent use of these terms as here specified is said to cure any defects in the actions, the various classes of which are mentioned before."
Bhagavad Gita,Chapter XVII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XVII,Let's make the world a better place together!
Bhagavad Gita,Chapter XVIII,Resources
Bhagavad Gita,Chapter XVIII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XVIII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XVIII,Go directly toFootnotes.
Bhagavad Gita,Chapter XVIII,O you of mighty arms! O Hṛṣīkeśa! O destroyer of Keśin! I wish to know the truth about renunciation and abandonment distinctly.
Bhagavad Gita,Chapter XVIII,"By renunciation the sages understand the rejection of actions done with desires. The wise call the abandonment of the fruit of all actions by the name abandonment. Some wise men say, that action should be abandoned as being full of evil; and others, that the actions of sacrifice, gift, and penanceshould not be abandoned. As to that abandonment, O best of the descendants of Bharata! listen to my decision; for abandonment, O bravest of men! is described to be threefold. The actions of sacrifice, gift, and penance should not be abandoned; they must needs be performed; for sacrifices, gifts, and penances are means of sanctification to the wise. But even these actions, O son of Pṛthā! should be performed, abandoning attachment and fruit; such is my excellent and decided opinion. The renunciation of prescribed action is not proper. Its abandonment through delusionis described as of the quality of darkness. When a man abandons action, merely as being troublesome, through fear of bodily affliction, he does not obtain the fruitof abandonment by making such passionate abandonment. When prescribed action is performed, OArjuna! abandoning attachment and fruit also, merely because it ought to be performed, that is deemed to be a good abandonment. He who is possessed of abandonment, being full of goodness, and talented, and having, his doubts destroyed, is not averse from unpleasant actions, is not attached to pleasantones. Since no embodied being can abandon actions without exception, he is said to be possessed of abandonment, who abandons the fruit of action. The threefold fruit of action, agreeable, disagreeable, and mixed, accrues after death to those who are not possessed of abandonment, but never torenouncers. Learn from me, O you of mighty arms! these five causes of the completion of all actions, declared in the Sāṅkhya system. The substratum, the agent likewise, the various sorts of organs, and the various and distinct movements, and with these the deities, too, as the fifth. Whatever action, just or otherwise, a man performs with his body, speech, and mind, these five are its causes. That being so, the undiscerning man, who being of an unrefined understanding, sees the agent in the immaculate self, sees not rightly. He who has no feeling of egoism, and whose mind is not tainted, even though he kills all these people, kills not, is not fettered,by the action. Knowledge, the object of knowledge, the knower--threefold is the prompting to action. The instrument, the action, the agent, thus in brief is action threefold. Knowledge and action and agentare declared in the enumeration of qualitiesto be of three classes only, according to the difference of qualities. Hear about these also as they really are. Know that knowledge to be good, by which a man sees one entity, inexhaustible, and not different in all things apparently differentfrom one another. Know that knowledge to be passionate, which is based on distinctionsbetween different entities, which sees in all things various entities of different kinds. And that is described as dark, which clings to one created thing only as everything, which is devoid of reason, devoid of real principle, and insignificant. That action is called good, which is prescribed, which is devoid of attachment, which is not done from motives of affection or aversion, and which is done by one not wishing for the fruit. That is described as passionate, which occasions much trouble, is performed by one who wishes for objects of desire, or one who is full of egotism. The action is called dark, which is commenced through delusion, without regard to consequences, loss, injury, or strength. That agent is called good, who has cast off attachment, who is free from egotistic talk, who is possessed of courage and energy, and unaffected by success or ill-success. That agent is called passionate, who is full of affections,who wishes for the fruit of actions, who is covetous, cruel, and impure, and feels joy and sorrow. That agent is called dark, who is without application, void of discernment, headstrong, crafty, malicious, lazy, melancholy, and slow. Now hear, ODhanañjaya! the threefold division of intelligenceand courage, according to qualities, which I am about to declare exhaustively and distinctly. That intelligence, O son of Pṛthā! is good which understands action and inaction, what ought to be done and what ought not to be done, danger and the absence of danger, emancipation and bondage. That intelligence, O son of Pṛthā! is passionate, by which one imperfectly understands piety and impiety, what ought to be done and also what ought not to be done. That intelligence, O son of Pṛthā! is dark, which shrouded by darkness, understands impiety to be piety, and all things incorrectly. That courage, O son of Pṛthā! is good courage, which is unswerving, and by which one controls the operations of the mind, breath, and senses, through abstraction. But, O Arjuna! that courage is passionate, by which one adheres to piety, lust, and wealth, and through attachmentwishes,O son of Pṛthā! for the fruit, That courage is dark, O son of Pṛthā! by which an undiscerning man does not give up sleep, fear, sorrow, despondency, and folly. Now, O chief of the descendants of Bharata! bear from me about the three sorts of happiness. That happiness is called good, in which one is pleased after repetitionof enjoyment, and reaches the close of all misery, which is like poison first and comparable to nectar in the long run, and which is produced from a clear knowledge of the self. That happiness is called passionate, which flows from contact between the senses and their objects, and which is at first comparable to nectar and in the long run like poison. That happiness is described as dark, which arises from sleep, laziness, heedlessness, which deludes the self, both at first and in its consequences. There is no entity either on earth or in heaven among the gods, which is free from these three qualities born of nature. The duties of Brāhmaṇas,Kṣatriyas, andVaiśyas, and of Śūdras, too, O terror of your foes! are distinguished according to the qualities born of nature. Tranquillity, restraint of the senses, penance, purity, forgiveness, straightforwardness, also knowledge, experience, and belief in a future world, this is the natural duty of Brāhmaṇas. Valour, glory, Courage,dexterity, not slinking away from battle, gifts, exercise of lordly power, this is the natural duty of Kṣatriyas. Agriculture, tending cattle, trade, this is the natural duty of Vaiśyas, And the natural duty of Śūdras, too, consists in service. Every man intent on his own respective duties obtains perfection. Listen, now, how one intent on one's own duty obtains perfection. Worshipping, by the performance of his own duty, him from whom all things proceed, and by whom all this is permeated, a man obtains perfection. One's duty, though defective, is better than another's duty well performed. Performing the duty prescribed by nature, one does not incur sin. O son ofKuntī! one should not abandon a natural duty though tainted with evil; for all actions are enveloped by evil, as fire by smoke. One who is self-restrained, whose understanding is unattached everywhere, from whom affections have departed, obtains the supreme perfection of freedom from actionby renunciation. Learn from me, only in brief, O son of Kuntī! how one who has obtained perfection attains theBrahman, which is the highest culmination of knowledge. A man possessed of a pure understanding, controlling his self by courage, discarding sound and other objects of sense, casting off affectionand aversion; who frequents clean places, who eats little, whose speech, body, and mind are restrained, who is always intent on meditation and mental abstraction, and has recourse to unconcern, who abandoning egoism, stubbornness, arrogance, desire, anger, and all belongings, has no thought that this or that is mine, and who is tranquil, becomes fit for assimilation with the Brahman. Thus reaching the Brahman, and with a tranquil self, he grieves not, wishes not; but being alike to all beings, obtains the highest devotion to me. By that devotion he truly understands who I am and how great. And then understanding me truly, he forthwith enters into my essence. Even performing all actions, always depending on me, he, through my favour, obtains the imperishable and eternal seat. Dedicating in thoughtall actions to me, be constantly given up to me, placing your thoughts on me, through recourse to mental abstraction. Placing your thoughts on me, you will cross over all difficulties by my favour. But if you will not listen through egotism, you will be ruined. If entertaining egotism, you think that you may not fight, vain, indeed, is that resolution of yours. Naturewill constrain you. That, O son of Kuntī! which through delusion you do not wish to do, you will do involuntarily,tied down by your own duty, flowing from your nature. The lord, O Arjuna! is seated in the region of the heartof all beings, turning round all beings as though mounted on a machine, by his delusion. With him, O descendant of Bharata! seek shelter in every way; by his favour you will obtain the highest tranquillity, the eternal seat. Thus have I declared to you the knowledge more mysterious than any mystery. Ponder over it thoroughly, and then act as you like. Once more, listen to my excellent words-most mysterious of all. Strongly I like you, therefore I will declare what is for your welfare. On me place your mind, become my devotee, sacrifice to me, reverence me, you will certainly come to me. I declare to you truly, you are dear to me. Forsaking all duties, come to me as your sole refuge. I will release you from all sins. Be not grieved. Thisyou should never declare to one who performs no penance, who is not a devotee, nor to one who does not wait on some preceptor, nor yet to one who calumniates me. He who, with the highest devotionto me, will proclaim this supreme mystery among my devotees, will come to me, freed from all doubt. No oneamongst men is superior to him in doing what is dear to me. And there will never be another on earth dearer to me than he. And he who will study this holy dialogue of ours, will, such is my opinion, have offered to me the sacrifice of knowledge. And the man, also, who with faith and without carping will listen to this, will be freed from sin, and attain to the holy regions of those who perform pious acts. Have you listened to this, O son of Pṛthā! with a mind fixed on this one point only? Has your delusion caused by ignorance been destroyed, O Dhanañjaya?"
Bhagavad Gita,Chapter XVIII,"Destroyed is my delusion; by your favour, O undegraded one! I now recollectmyself. I stand freed from doubts. I will do your bidding."
